,Unnamed: 0,Unit Number,Time,OPS1,OPS2,OPS3,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,SM9,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21
2488,11131,46,111,10.0063,0.25,100.0,489.05,604.19,1498.63,1305.79,10.52,15.46,395.34,2318.81,8773.84,1.26,45.08,372.22,2387.98,8135.1,8.561,0.03,370.0,2319.0,100.0,28.69,17.2084
2489,11132,46,112,35.0042,0.8415,100.0,449.44,555.63,1364.38,1118.63,5.48,7.97,194.83,2222.89,8347.27,1.02,41.7,182.39,2388.04,8065.82,9.2886,0.02,332.0,2223.0,100.0,14.93,9.0493
2490,11133,46,113,41.9986,0.84,100.0,445.0,549.36,1343.4,1119.01,3.91,5.69,138.49,2212.01,8321.3,1.02,41.73,130.3,2388.11,8088.08,9.311,0.02,329.0,2212.0,100.0,10.68,6.3269
2491,11134,46,114,42.0079,0.8416,100.0,445.0,549.03,1348.45,1109.85,3.91,5.69,138.29,2212.02,8320.56,1.02,41.99,130.53,2388.04,8080.18,9.3186,0.02,329.0,2212.0,100.0,10.56,6.3059
2492,11135,46,115,25.0027,0.62,60.0,462.54,537.21,1254.72,1025.52,7.05,9.0,176.05,1915.26,7999.57,0.94,36.62,164.02,2028.26,7868.85,10.8522,0.02,305.0,1915.0,84.93,14.18,8.5984
2493,11136,46,116,25.001,0.62,60.0,462.54,536.8,1254.14,1039.3,7.05,9.0,175.76,1915.36,8000.62,0.94,36.49,164.72,2028.18,7868.07,10.7928,0.02,306.0,1915.0,84.93,14.32,8.6318
2494,11137,46,117,42.0065,0.84,100.0,445.0,549.42,1351.56,1107.85,3.91,5.69,139.14,2211.99,8328.38,1.02,41.76,130.31,2388.13,8087.49,9.3516,0.02,331.0,2212.0,100.0,10.71,6.3687
2495,11138,46,118,19.9981,0.701,100.0,491.19,606.71,1481.51,1237.15,9.35,13.6,334.37,2323.74,8718.27,1.07,44.41,314.49,2387.93,8066.03,9.1841,0.02,364.0,2324.0,100.0,24.49,14.7926
2496,11139,46,119,42.0074,0.84,100.0,445.0,549.48,1347.93,1111.93,3.91,5.7,138.72,2211.99,8317.61,1.02,41.83,130.43,2388.05,8085.42,9.3266,0.02,329.0,2212.0,100.0,10.69,6.5212
2497,11140,46,120,20.0073,0.7005,100.0,491.19,606.78,1468.77,1242.2,9.35,13.6,334.31,2323.84,8721.7,1.07,44.18,314.36,2387.99,8066.21,9.1677,0.02,363.0,2324.0,100.0,24.56,14.7478
2498,11141,46,121,10.0005,0.2516,100.0,489.05,604.04,1498.25,1297.09,10.52,15.46,394.85,2318.76,8778.59,1.26,45.16,371.36,2387.95,8133.8,8.5619,0.03,368.0,2319.0,100.0,28.66,17.128
2499,11142,46,122,42.0038,0.84,100.0,445.0,549.07,1347.8,1117.11,3.91,5.69,137.8,2211.93,8320.14,1.02,41.88,130.46,2388.1,8088.41,9.32,0.02,329.0,2212.0,100.0,10.68,6.2859
2500,11143,46,123,24.9986,0.62,60.0,462.54,536.88,1257.7,1048.38,7.05,9.0,175.75,1915.4,8000.01,0.94,36.36,163.99,2028.31,7873.78,10.8416,0.02,305.0,1915.0,84.93,14.32,8.6351
2501,11144,46,124,35.0013,0.84,100.0,449.44,555.24,1363.15,1126.24,5.48,7.97,193.58,2222.9,8350.31,1.02,41.46,182.87,2388.05,8062.65,9.2691,0.02,333.0,2223.0,100.0,14.88,8.8184
2502,11145,46,125,20.0036,0.7015,100.0,491.19,606.98,1483.58,1240.4,9.35,13.6,334.08,2323.8,8720.57,1.07,43.98,314.45,2387.91,8059.45,9.1524,0.02,363.0,2324.0,100.0,24.38,14.7106
2503,11146,46,126,42.0003,0.8416,100.0,445.0,549.12,1349.4,1120.56,3.91,5.69,137.4,2212.0,8316.57,1.02,41.82,130.22,2388.07,8082.38,9.372,0.02,329.0,2212.0,100.0,10.7,6.3164
2504,11147,46,127,41.9984,0.8408,100.0,445.0,548.79,1347.89,1118.34,3.91,5.69,138.45,2212.0,8311.97,1.02,41.67,130.0,2388.07,8082.43,9.2986,0.02,329.0,2212.0,100.0,10.65,6.2949
2505,11148,46,128,42.0035,0.84,100.0,445.0,549.57,1346.54,1108.87,3.91,5.69,139.08,2212.03,8323.17,1.02,41.96,130.67,2388.1,8083.62,9.3096,0.02,329.0,2212.0,100.0,10.68,6.3965
2506,11149,46,129,34.9984,0.8409,100.0,449.44,554.79,1359.9,1124.17,5.48,7.97,194.73,2222.97,8344.24,1.02,41.5,183.06,2387.96,8064.59,9.2968,0.02,333.0,2223.0,100.0,14.79,8.9442
2507,11150,46,130,0.0001,0.0,100.0,518.67,642.15,1577.31,1406.39,14.62,21.57,555.22,2388.0,9055.16,1.3,47.28,521.93,2388.01,8139.82,8.3688,0.03,392.0,2388.0,100.0,39.1,23.4228
2508,11151,46,131,24.9992,0.62,60.0,462.54,536.91,1247.19,1041.95,7.05,9.0,176.14,1915.32,8010.93,0.94,36.39,164.79,2028.22,7871.11,10.7903,0.02,306.0,1915.0,84.93,14.42,8.6129
2509,11152,46,132,35.0056,0.8409,100.0,449.44,555.69,1358.93,1118.32,5.48,7.97,194.64,2222.9,8355.37,1.02,41.73,182.86,2388.06,8070.84,9.2656,0.02,334.0,2223.0,100.0,14.77,8.888
2510,11153,46,133,35.0033,0.8412,100.0,449.44,554.77,1359.23,1118.65,5.48,7.97,193.96,2222.99,8345.54,1.02,41.58,182.6,2388.01,8070.54,9.2814,0.02,333.0,2223.0,100.0,15.1,8.9783
2511,11154,46,134,25.0025,0.6203,60.0,462.54,536.41,1256.82,1036.14,7.05,9.0,176.08,1915.39,8009.27,0.94,36.54,164.89,2028.31,7873.82,10.82,0.02,305.0,1915.0,84.93,14.41,8.5612
2512,11155,46,135,20.0034,0.7,100.0,491.19,607.44,1474.5,1243.95,9.35,13.6,334.96,2323.84,8721.35,1.07,44.17,314.78,2388.01,8061.11,9.1933,0.02,364.0,2324.0,100.0,24.47,14.6147
2513,11156,46,136,0.0013,0.0,100.0,518.67,642.14,1577.31,1393.79,14.62,21.57,554.23,2388.01,9060.89,1.3,47.26,522.43,2388.03,8138.16,8.3691,0.03,392.0,2388.0,100.0,38.94,23.4059
2514,11157,46,137,42.0,0.84,100.0,445.0,549.33,1350.31,1122.65,3.91,5.69,138.6,2211.99,8313.7,1.02,41.61,130.04,2388.05,8079.04,9.2994,0.02,328.0,2212.0,100.0,10.59,6.3314
2515,11158,46,138,20.0017,0.701,100.0,491.19,607.41,1481.28,1239.19,9.35,13.6,335.01,2323.83,8718.62,1.07,44.24,314.58,2387.98,8054.91,9.1933,0.02,364.0,2324.0,100.0,24.62,14.7418
2516,11159,46,139,10.0069,0.25,100.0,489.05,604.1,1497.54,1296.12,10.52,15.46,395.04,2318.83,8782.55,1.26,44.98,372.05,2388.04,8129.1,8.6018,0.03,369.0,2319.0,100.0,28.54,17.2053
2517,11160,46,140,10.001,0.2517,100.0,489.05,604.2,1499.98,,10.52,15.46,,2318.77,8784.67,,45.21,372.08,2388.0,8136.48,,0.03,369.0,2319.0,100.0,28.77,17.235
2518,11161,46,141,35.0049,0.84,100.0,449.44,555.25,1360.66,,5.48,7.97,,2222.93,8348.95,,41.68,182.51,2388.01,8067.25,,0.02,332.0,2223.0,100.0,15.02,8.8497
2519,11162,46,142,0.0014,0.0,100.0,518.67,641.98,1583.67,,14.62,21.58,,2388.03,9057.43,,47.42,523.8,2388.0,8140.49,,0.03,393.0,2388.0,100.0,39.08,23.3245
2520,11163,46,143,0.0025,0.0013,100.0,518.67,642.9,1582.34,,14.62,21.57,,2388.05,9061.69,,47.43,522.69,2387.96,8140.48,,0.03,392.0,2388.0,100.0,39.05,23.4326
2521,11164,46,144,10.0029,0.25,100.0,489.05,604.65,1492.49,,10.52,15.46,,2318.79,8779.87,,45.05,372.09,2387.97,8126.65,,0.03,368.0,2319.0,100.0,28.57,17.1298
2522,11165,46,145,42.0002,0.84,100.0,445.0,549.49,1344.75,,3.91,5.69,,2212.02,8323.35,,41.73,130.52,2388.1,8085.92,,0.02,329.0,2212.0,100.0,10.37,6.3264
2523,11166,46,146,10.0029,0.2514,100.0,489.05,603.87,1499.58,,10.52,15.46,,2318.84,8781.71,,45.22,372.29,2388.01,8129.77,,0.03,368.0,2319.0,100.0,28.61,17.2335
2524,11167,46,147,20.0014,0.7020000000000001,100.0,491.19,606.88,1482.16,,9.35,13.6,,2323.86,8717.65,,44.17,314.66,2387.99,8062.0,,0.02,365.0,2324.0,100.0,24.51,14.7334
2525,11168,46,148,42.0074,0.8416,100.0,445.0,549.28,1352.32,,3.91,5.69,,2212.02,8321.29,,41.56,130.63,2388.05,8080.8,,0.02,329.0,2212.0,100.0,10.6,6.3829
2526,11169,46,149,10.0079,0.251,100.0,489.05,604.47,1490.87,,10.52,15.46,,2318.77,8773.92,,45.15,371.8,2387.92,8131.84,,0.03,367.0,2319.0,100.0,28.87,17.2541
2527,11170,46,150,42.0046,0.84,100.0,445.0,548.7,1348.48,,3.91,5.69,,2212.04,8317.28,,41.84,130.57,2388.1,8082.25,,0.02,328.0,2212.0,100.0,10.65,6.3497
2528,11171,46,151,42.0047,0.8414,100.0,445.0,548.99,1350.43,1123.35,3.91,5.69,138.56,2212.03,8314.93,1.02,41.73,130.65,2388.14,8085.97,9.3638,0.02,328.0,2212.0,100.0,10.65,6.3873
2529,11172,46,152,10.0035,0.25,100.0,489.05,604.07,1495.64,1290.83,10.52,15.46,395.5,2318.83,8785.38,1.26,45.12,372.65,2388.02,8132.95,8.5829,0.03,368.0,2319.0,100.0,28.64,17.2356
2530,11173,46,153,0.0013,0.0,100.0,518.67,641.8,1588.74,1397.5,14.62,21.57,555.64,2388.01,9061.65,1.3,47.21,523.18,2388.09,8139.37,8.3621,0.03,392.0,2388.0,100.0,39.29,23.4623
2531,11174,46,154,20.0013,0.7,100.0,491.19,607.09,1478.09,1242.03,9.35,13.6,335.15,2323.82,8720.71,1.07,44.07,314.43,2388.02,8066.72,9.1757,0.02,365.0,2324.0,100.0,24.46,14.7115
2532,11175,46,155,42.0062,0.84,100.0,445.0,548.62,1342.18,1115.89,3.91,5.69,138.07,2212.0,8322.03,1.02,41.78,130.47,2388.06,8079.64,9.3109,0.02,329.0,2212.0,100.0,10.6,6.2011
2533,11176,46,156,42.0064,0.84,100.0,445.0,549.05,1347.22,1121.09,3.91,5.69,137.93,2212.06,8322.43,1.02,41.82,129.92,2388.13,8089.59,9.3315,0.02,330.0,2212.0,100.0,10.78,6.4016
2534,11177,46,157,35.0071,0.84,100.0,449.44,555.27,1361.22,1114.88,5.48,7.97,193.51,2222.95,8345.21,1.02,41.6,183.08,2388.06,8071.48,9.2961,0.02,332.0,2223.0,100.0,14.72,8.9848
2535,11178,46,158,0.0018,0.0014,100.0,518.67,642.35,1578.39,1399.81,14.62,21.58,555.9,2388.04,9060.1,1.3,47.21,523.24,2388.07,8145.06,8.3734,0.03,392.0,2388.0,100.0,39.05,23.4674
2536,11179,46,159,0.0021,0.0018,100.0,518.67,641.67,1582.7,1390.99,14.62,21.57,554.37,2388.0,9054.87,1.3,47.27,522.4,2388.03,8141.12,8.3896,0.03,393.0,2388.0,100.0,38.93,23.438
2537,11180,46,160,42.0054,0.84,100.0,445.0,549.01,1346.67,1112.4,3.91,5.69,138.62,2212.05,8327.16,1.02,41.83,130.29,2388.16,8084.33,9.3,0.02,329.0,2212.0,100.0,10.58,6.3582
2538,11181,46,161,25.0056,0.62,60.0,462.54,536.24,1252.46,1042.28,7.05,9.0,175.38,1915.4,8013.44,0.94,36.39,164.85,2028.25,7868.99,10.8422,0.02,306.0,1915.0,84.93,14.24,8.707
2539,11182,46,162,42.0025,0.84,100.0,445.0,549.38,1349.2,1117.04,3.91,5.69,137.95,2212.02,8321.31,1.02,41.87,130.36,2388.06,8087.84,9.3047,0.02,329.0,2212.0,100.0,10.67,6.3717
2540,11183,46,163,25.006,0.6212,60.0,462.54,536.75,1257.57,1037.8,7.05,9.0,175.86,1915.44,8009.21,0.94,36.6,164.81,2028.31,7875.75,10.8381,0.02,307.0,1915.0,84.93,14.38,8.6357
2541,11184,46,164,35.0009,0.84,100.0,449.44,555.34,1357.7,1119.21,5.48,7.97,194.39,2222.94,8347.4,1.02,41.57,183.29,2388.1,8066.26,9.2575,0.02,332.0,2223.0,100.0,14.9,8.9664
2542,11185,46,165,41.9986,0.8419,100.0,445.0,548.98,1348.9,1118.47,3.91,5.69,138.24,2211.98,8317.04,1.02,41.8,130.35,2388.07,8082.71,9.297,0.02,330.0,2212.0,100.0,10.49,6.4289
2543,11186,46,166,0.001,0.0015,100.0,518.67,641.93,1589.41,1397.0,14.62,21.57,555.66,2388.03,9060.92,1.3,47.19,522.71,2388.02,8143.65,8.3841,0.03,393.0,2388.0,100.0,39.09,23.5123
2544,11187,46,167,20.0063,0.7001,100.0,491.19,607.13,1480.13,1243.44,9.35,13.6,334.02,2323.87,8727.38,1.08,44.28,315.05,2387.97,8063.35,9.1509,0.02,363.0,2324.0,100.0,24.53,14.7246
2545,11188,46,168,42.0026,0.8403,100.0,445.0,549.34,1344.48,1112.44,3.91,5.69,138.42,2212.08,8317.42,1.02,41.96,130.56,2388.1,8080.93,9.3366,0.02,330.0,2212.0,100.0,10.52,6.3567
2546,11189,46,169,35.0001,0.84,100.0,449.44,554.8,1369.27,1125.39,5.48,7.97,193.68,2222.91,8347.42,1.02,41.66,182.56,2387.98,8067.53,9.2925,0.02,333.0,2223.0,100.0,14.75,8.8733
2547,11190,46,170,20.0062,0.7018,100.0,491.19,606.82,1476.17,1239.15,9.35,13.6,334.49,2323.86,8726.52,1.07,44.31,315.42,2388.01,8064.43,9.14,0.02,363.0,2324.0,100.0,24.56,14.7228
2548,11191,46,171,25.0058,0.6204,60.0,462.54,536.1,1261.58,1045.58,7.05,9.0,175.53,1915.35,8012.68,0.94,36.73,165.04,2028.3,7875.5,10.8318,0.02,305.0,1915.0,84.93,14.27,8.5973
2549,11192,46,172,25.0036,0.62,60.0,462.54,536.1,1254.06,1043.18,7.05,9.0,175.91,1915.4,8016.36,0.94,36.45,165.04,2028.23,7871.07,10.8609,0.02,307.0,1915.0,84.93,14.2,8.6505
2550,11193,46,173,42.0053,0.8409,100.0,445.0,549.3,1351.31,1117.96,3.91,5.69,138.08,2212.09,8321.86,1.02,41.85,130.06,2388.12,8087.81,9.3235,0.02,330.0,2212.0,100.0,10.5,6.3593
2551,11194,46,174,35.0061,0.84,100.0,449.44,555.66,1364.2,1116.03,5.48,7.97,195.35,2223.02,8345.81,1.02,41.87,183.48,2388.12,8069.14,9.2398,0.02,333.0,2223.0,100.0,14.9,8.9751
2552,11195,46,175,20.0002,0.7019,100.0,491.19,607.19,1480.03,1251.89,9.35,13.6,334.38,2323.82,8720.83,1.07,44.11,314.65,2388.0,8065.91,9.1569,0.02,364.0,2324.0,100.0,24.4,14.7934
2553,11196,46,176,0.0025,0.0,100.0,518.67,641.54,1578.7,1396.66,14.62,21.57,555.02,2388.06,9056.15,1.3,47.14,522.95,2388.02,8140.92,8.3478,0.03,391.0,2388.0,100.0,39.21,23.4183
2554,11197,46,177,25.003,0.62,60.0,462.54,536.7,1259.84,1041.82,7.05,9.0,175.31,1915.45,8006.29,0.94,36.43,164.25,2028.24,7872.35,10.856,0.02,306.0,1915.0,84.93,14.36,8.5805
2555,11198,46,178,25.0015,0.62,60.0,462.54,536.81,1254.76,1037.84,7.05,9.0,174.76,1915.39,8008.95,0.94,36.34,164.98,2028.27,7878.59,10.8443,0.02,306.0,1915.0,84.93,14.27,8.6618
2556,11199,46,179,42.0018,0.8415,100.0,445.0,548.4,1343.78,1114.26,3.91,5.69,137.92,2212.05,8315.21,1.02,41.84,130.4,2388.12,8084.35,9.2884,0.02,329.0,2212.0,100.0,10.68,6.4599
2557,11200,46,180,20.0021,0.7002,100.0,491.19,607.18,1483.96,1243.28,9.35,13.6,335.35,2323.88,8722.05,1.08,44.45,315.52,2387.97,8064.47,9.1548,0.02,364.0,2324.0,100.0,24.61,14.6884
2558,11201,46,181,0.0028,0.0018,100.0,518.67,642.24,1588.8,1398.26,14.62,21.57,556.49,2388.05,9060.34,1.3,47.32,523.64,2388.05,8143.39,8.3463,0.03,393.0,2388.0,100.0,39.17,23.4309
2559,11202,46,182,35.0007,0.84,100.0,449.44,555.72,1362.75,1120.7,5.48,7.97,195.22,2223.04,8349.1,1.02,41.78,183.75,2388.08,8072.63,9.2536,0.02,332.0,2223.0,100.0,14.97,8.907
2560,11203,46,183,35.0044,0.8409,100.0,449.44,555.12,1363.67,1114.0,5.48,7.97,193.77,2222.97,8346.81,1.02,41.56,183.24,2388.1,8074.84,9.2719,0.02,334.0,2223.0,100.0,14.93,8.9203
2561,11204,46,184,24.9994,0.62,60.0,462.54,536.47,1262.11,1040.98,7.05,9.0,175.73,1915.38,8012.51,0.94,36.6,164.52,2028.28,7871.28,10.8482,0.02,308.0,1915.0,84.93,14.41,8.5582
2562,11205,46,185,10.0049,0.2514,100.0,489.05,604.28,1495.84,1302.85,10.52,15.45,395.7,2318.84,8776.94,1.26,45.23,372.23,2388.0,8132.84,8.607999999999999,0.03,369.0,2319.0,100.0,28.65,17.2495
2563,11206,46,186,42.0035,0.84,100.0,445.0,549.66,1348.38,1122.97,3.91,5.69,139.04,2212.04,8327.36,1.02,41.87,131.07,2388.13,8087.47,9.3219,0.02,327.0,2212.0,100.0,10.65,6.3083
2564,11207,46,187,42.0054,0.8402,100.0,445.0,548.93,1341.97,,3.91,5.69,,2212.05,8319.81,,41.87,130.74,2388.13,8086.06,,0.02,330.0,2212.0,100.0,10.59,6.3589
2565,11208,46,188,42.0049,0.84,100.0,445.0,548.38,1350.11,,3.91,5.69,,2212.03,8320.69,,41.86,131.05,2388.16,8091.74,,0.02,331.0,2212.0,100.0,10.52,6.3295
2566,11209,46,189,42.0009,0.8406,100.0,445.0,549.4,1349.3,,3.91,5.69,,2212.05,8318.14,,41.91,130.36,2388.1,8084.3,,0.02,330.0,2212.0,100.0,10.51,6.3861
2567,11210,46,190,25.002,0.62,60.0,462.54,537.0,1259.55,,7.05,9.0,,1915.38,8011.19,,36.35,165.13,2028.29,7874.74,,0.02,306.0,1915.0,84.93,14.23,8.6212
2568,11211,46,191,19.9986,0.7,100.0,491.19,607.65,1478.82,,9.35,13.6,,2323.91,8735.66,,44.14,314.95,2388.05,8070.11,,0.02,364.0,2324.0,100.0,24.55,14.7731
2569,11212,46,192,10.0079,0.2504,100.0,489.05,604.19,1496.53,,10.52,15.45,,2318.82,8785.26,,45.32,372.61,2388.03,8137.44,,0.03,367.0,2319.0,100.0,28.54,17.2286
2570,11213,46,193,41.9994,0.8412,100.0,445.0,549.48,1351.86,,3.91,5.69,,2212.01,8319.38,,41.96,130.9,2388.11,8085.73,,0.02,329.0,2212.0,100.0,10.71,6.3647
2571,11214,46,194,25.0062,0.6215,60.0,462.54,536.94,1256.87,,7.05,9.0,,1915.41,8011.7,,36.45,164.35,2028.27,7877.54,,0.02,306.0,1915.0,84.93,14.3,8.566
2572,11215,46,195,19.999,0.7,100.0,491.19,606.81,1471.68,,9.35,13.6,,2323.9,8724.41,,44.28,315.73,2388.07,8063.97,,0.02,363.0,2324.0,100.0,24.45,14.7657
2573,11216,46,196,20.0021,0.7003,100.0,491.19,606.94,1474.58,,9.35,13.59,,2323.84,8719.24,,44.05,314.94,2388.0,8065.75,,0.02,364.0,2324.0,100.0,24.53,14.6712
2574,11217,46,197,42.00100000000001,0.8408,100.0,445.0,549.11,1355.05,,3.91,5.69,,2212.02,8330.62,,41.92,129.98,2388.16,8083.94,,0.02,330.0,2212.0,100.0,10.63,6.3174
2575,11218,46,198,10.0022,0.2502,100.0,489.05,604.92,1490.52,,10.52,15.46,,2318.92,8783.92,,45.07,372.97,2388.12,8133.97,,0.03,369.0,2319.0,100.0,28.58,17.1798
2576,11219,46,199,42.0043,0.84,100.0,445.0,549.23,1348.48,,3.91,5.69,,2212.06,8320.27,,41.55,130.91,2388.12,8083.33,,0.02,332.0,2212.0,100.0,10.69,6.325
2577,11220,46,200,0.0013,0.0002,100.0,518.67,642.38,1584.29,,14.62,21.57,,2388.12,9064.83,,47.13,524.27,2388.06,8144.01,,0.03,391.0,2388.0,100.0,39.14,23.4257
2578,11221,46,201,0.0023,0.0,100.0,518.67,642.17,1591.69,,14.62,21.57,,2388.04,9066.82,,47.34,524.66,2388.1,8148.82,,0.03,391.0,2388.0,100.0,39.14,23.4731
2579,11222,46,202,35.0021,0.8403,100.0,449.44,554.86,1361.93,,5.48,7.97,,2222.99,8345.0,,41.68,183.6,2388.1,8069.61,,0.02,333.0,2223.0,100.0,14.95,8.9792
2580,11223,46,203,0.0001,0.0007,100.0,518.67,642.03,1588.35,,14.62,21.57,,2388.06,9060.42,,47.27,524.21,2388.01,8145.26,,0.03,391.0,2388.0,100.0,39.16,23.3958
2581,11224,46,204,10.0004,0.25,100.0,489.05,604.54,1491.61,1307.13,10.52,15.46,395.87,2318.83,8787.93,1.26,45.24,373.08,2388.05,8141.06,8.5406,0.03,368.0,2319.0,100.0,28.68,17.2545
2582,11225,46,205,42.0011,0.84,100.0,445.0,549.45,1353.01,1111.52,3.91,5.69,139.44,2212.05,8314.86,1.02,41.68,130.53,2388.13,8086.04,9.2815,0.02,329.0,2212.0,100.0,10.69,6.3682
2583,11226,46,206,25.0058,0.62,60.0,462.54,536.66,1262.49,1037.62,7.05,9.0,175.59,1915.42,8004.31,0.94,36.49,165.3,2028.3,7881.05,10.8182,0.02,306.0,1915.0,84.93,14.28,8.6021
2584,11227,46,207,35.007,0.8409,100.0,449.44,555.7,1361.12,1125.11,5.48,7.97,194.94,2223.01,8351.42,1.02,41.7,183.32,2388.13,8070.59,9.2766,0.02,334.0,2223.0,100.0,14.92,9.0097
2585,11228,46,208,20.0015,0.7,100.0,491.19,607.44,1480.29,1249.45,9.35,13.6,334.69,2323.94,8727.43,1.08,44.16,315.57,2388.07,8067.34,9.1574,0.02,364.0,2324.0,100.0,24.71,14.7563
2586,11229,46,209,9.9983,0.2515,100.0,489.05,604.91,1500.45,1305.22,10.52,15.46,396.56,2318.91,8784.05,1.26,45.37,373.47,2388.11,8136.02,8.5732,0.03,367.0,2319.0,100.0,28.65,17.2233
2587,11230,46,210,41.9999,0.84,100.0,445.0,549.48,1353.19,1127.4,3.91,5.69,138.91,2212.04,8322.33,1.02,42.0,130.14,2388.14,8088.22,9.2763,0.02,331.0,2212.0,100.0,10.67,6.4005
2588,11231,46,211,0.0012,0.0,100.0,518.67,642.21,1588.14,1403.61,14.62,21.57,557.42,2388.08,9062.34,1.3,47.44,524.9,2388.06,8152.11,8.3636,0.03,391.0,2388.0,100.0,39.33,23.4992
2589,11232,46,212,25.0017,0.6205,60.0,462.54,536.69,1255.62,1045.9,7.05,9.0,175.33,1915.46,8006.76,0.94,36.6,164.59,2028.35,7879.35,10.7701,0.02,306.0,1915.0,84.93,14.37,8.5178
2590,11233,46,213,42.0071,0.84,100.0,445.0,548.92,1352.21,1118.9,3.91,5.69,138.45,2212.13,8333.59,1.02,41.85,130.21,2388.16,8089.36,9.2474,0.02,330.0,2212.0,100.0,10.64,6.4408
2591,11234,46,214,20.0039,0.7,100.0,491.19,606.76,1479.11,1245.07,9.35,13.59,334.67,2323.94,8722.98,1.08,44.22,315.27,2388.1,8069.31,9.1161,0.02,365.0,2324.0,100.0,24.58,14.7002
2592,11235,46,215,42.0057,0.8408,100.0,445.0,549.45,1353.44,1116.78,3.91,5.69,138.91,2212.11,8325.95,1.02,41.96,131.13,2388.22,8089.59,9.2785,0.02,331.0,2212.0,100.0,10.57,6.3941
2593,11236,46,216,10.0068,0.2501,100.0,489.05,605.01,1497.47,1298.72,10.52,15.45,395.89,2318.88,8786.25,1.26,45.22,373.72,2388.1,8138.44,8.5513,0.03,369.0,2319.0,100.0,28.65,17.2946
2594,11237,46,217,0.0014,0.0,100.0,518.67,641.76,1577.1,1401.5,14.62,21.57,557.08,2388.08,9066.5,1.3,47.33,524.74,2388.13,8147.48,8.3513,0.03,394.0,2388.0,100.0,39.1,23.4172
2595,11238,46,218,42.0074,0.8415,100.0,445.0,549.84,1342.93,1112.5,3.91,5.69,138.58,2212.08,8325.91,1.02,41.95,129.99,2388.18,8096.37,9.2857,0.02,330.0,2212.0,100.0,10.65,6.4748
2596,11239,46,219,42.0006,0.8419,100.0,445.0,549.3,1351.73,1120.23,3.91,5.69,139.55,2212.13,8323.07,1.02,42.03,130.76,2388.16,8091.93,9.2902,0.02,329.0,2212.0,100.0,10.54,6.3664
2597,11240,46,220,0.0011,0.002,100.0,518.67,642.17,1591.3,1404.98,14.62,21.57,556.88,2388.11,9062.06,1.3,47.18,524.55,2388.07,8143.32,8.3707,0.03,392.0,2388.0,100.0,39.02,23.4936
2598,11241,46,221,41.9986,0.84,100.0,445.0,548.97,1352.25,1123.89,3.91,5.69,138.75,2212.07,8322.09,1.02,41.91,131.2,2388.19,8091.04,9.3165,0.02,330.0,2212.0,100.0,10.64,6.4074
2599,11242,46,222,9.9984,0.25,100.0,489.05,604.42,1498.41,1301.37,10.52,15.45,397.18,2318.91,8790.99,1.26,45.26,373.56,2388.1,8138.32,8.5174,0.03,368.0,2319.0,100.0,28.7,17.2866
2600,11243,46,223,20.0005,0.7,100.0,491.19,606.84,1485.2,1240.45,9.35,13.6,336.39,2324.0,8728.35,1.08,44.31,316.21,2388.12,8074.05,9.1711,0.02,366.0,2324.0,100.0,24.54,14.7364
2601,11244,46,224,25.004,0.62,60.0,462.54,536.68,1259.28,1042.87,7.05,9.0,175.65,1915.41,8015.64,0.94,36.55,165.25,2028.33,7884.15,10.8022,0.02,305.0,1915.0,84.93,14.37,8.559
2602,11245,46,225,20.0007,0.7006,100.0,491.19,607.08,1476.38,1243.5,9.35,13.6,335.81,2323.96,8731.22,1.08,44.44,316.01,2388.08,8072.78,9.1437,0.02,363.0,2324.0,100.0,24.52,14.7338
2603,11246,46,226,10.0034,0.25,100.0,489.05,604.68,1494.89,1306.11,10.52,15.46,396.01,2318.97,8787.4,1.26,45.26,373.94,2388.15,8139.82,8.5669,0.03,369.0,2319.0,100.0,28.61,17.1369
2604,11247,46,227,0.0014,0.0014,100.0,518.67,642.22,1592.13,1406.18,14.62,21.57,557.09,2388.05,9074.34,1.3,47.35,525.62,2388.13,8147.66,8.3317,0.03,391.0,2388.0,100.0,39.07,23.5528
2605,11248,46,228,10.0049,0.2517,100.0,489.05,604.48,1499.37,1309.53,10.52,15.46,397.14,2318.96,8790.45,1.26,45.37,373.82,2388.1,8139.53,8.6002,0.03,370.0,2319.0,100.0,28.74,17.3338
2606,11249,46,229,0.0026,0.0014,100.0,518.67,641.99,1584.89,1407.22,14.62,21.57,557.39,2388.06,9067.52,1.3,47.36,525.1,2388.11,8145.29,8.3315,0.03,391.0,2388.0,100.0,39.09,23.4357
2607,11250,46,230,35.0053,0.8413,100.0,449.44,555.5,1358.9,1124.65,5.48,7.96,196.04,2223.08,8358.44,1.03,41.81,183.82,2388.23,8078.11,9.2066,0.02,333.0,2223.0,100.0,14.91,8.9124
2608,11251,46,231,42.003,0.8413,100.0,445.0,549.55,1348.28,1118.32,3.91,5.69,138.59,2212.1,8324.65,1.02,41.98,131.26,2388.22,8097.86,9.2749,0.02,331.0,2212.0,100.0,10.72,6.3395
2609,11252,46,232,35.0012,0.84,100.0,449.44,555.64,1363.57,1118.03,5.48,7.97,195.41,2223.07,8359.22,1.03,41.69,183.46,2388.2,8078.42,9.2152,0.02,333.0,2223.0,100.0,14.78,8.9449
